x,y,u,v
0.325,0.7,-0.00694282526286009,0.00282164759261061
0.325,0.725,-0.00832627668399605,0.00175203769483939
0.325,0.75,-0.00951278023632461,0.000885284621808777
0.325,0.775,-0.0104908705457813,0.000210276957689457
0.325,0.8,-0.0112280027551065,-0.00028856072324983
0.325,0.825,-0.0116841744970341,-0.000618748199179815
0.325,0.85,-0.0117984658661079,-0.00079330567762221
0.325,0.875,-0.0115003025915613,-0.0008231066463363
0.325,0.9,-0.0106964004071785,-0.00073075633512516
0.325,0.925,-0.00928219521246899,-0.000543383259730751
0.325,0.95,-0.00712764613697104,-0.000311132079738742
0.325,0.975,-0.00409069109234977,-9.71897115760692E-05
0.325,1,0,0
0.35,0,0,0
0.35,0.025,0.028353188071442,0.00196245700507954
0.35,0.05,0.0571550687429267,0.00764514959217539
0.35,0.075,0.0844570711261334,0.0164284582079306
0.35,0.1,0.108241234471264,0.027442820907747
0.35,0.125,0.126807524986913,0.0395379317977497
0.35,0.15,0.138845778387964,0.0512912892126248
0.35,0.175,0.144009518584914,0.0616506729994688
0.35,0.2,0.142718883359248,0.069549191271767
0.35,0.225,0.1359533812439,0.0745724213852856
0.35,0.25,0.125316292181305,0.0766143640866308
0.35,0.275,0.112188926618025,0.0759284209888201
0.35,0.3,0.0980958513805226,0.0730780887604583
0.35,0.325,0.0840152850119591,0.0686011476342708
0.35,0.35,0.0707531602578163,0.0631458036564542
0.35,0.375,0.0587074972262291,0.0571668113691518
0.35,0.4,0.0480730698672095,0.0510911735545601
0.35,0.425,0.0388664753440054,0.0451709819388969
0.35,0.45,0.0309924061305761,0.0395937133415631
0.35,0.475,0.0243111293556115,0.0344541131219064
0.35,0.5,0.0186526254347723,0.0297886177023851
0.35,0.525,0.013859763557488,0.0256052288479556
0.35,0.55,0.00977878856171712,0.0218769428352861
0.35,0.575,0.00628469575782059,0.0185758561897739
0.35,0.6,0.00326529438872765,0.015655415958105
0.35,0.625,0.000634759126838762,0.0130819813235799
0.35,0.65,-0.00167791076117552,0.0108106058832111
0.35,0.675,-0.0037218586256303,0.00881384465582468
0.35,0.7,-0.00553295124548124,0.0070575638387472
0.35,0.725,-0.00712840071987966,0.00552404071123226
0.35,0.75,-0.00851357533682884,0.00419140692981974
0.35,0.775,-0.00967593570285475,0.00305172405188466
0.35,0.8,-0.0105917061657722,0.00209374239744095
0.35,0.825,-0.0112168838560092,0.00131636721100253
0.35,0.85,-0.0114960979063088,0.000713655111849959
0.35,0.875,-0.0113485677679837,0.000284904692746927
0.35,0.9,-0.0106808451083448,1.90094369121575E-05
0.35,0.925,-0.00936835736909416,-9.84039728679122E-05
0.35,0.95,-0.0072711152206901,-0.0001017352103911
0.35,0.975,-0.00421436804661029,-4.13702575017002E-05
0.35,1,0,0
0.375,0,0,0
0.375,0.025,0.0247172219381916,0.00170313947763995
0.375,0.05,0.0502187409778388,0.00669608226463355
0.375,0.075,0.0748583888772329,0.0145454434761696
0.375,0.1,0.09699971586079,0.0245407838382251
0.375,0.125,0.115014713202741,0.0358142759245837
0.375,0.15,0.127776140796658,0.0471003987513553
0.375,0.175,0.134642594484818,0.0575352272567893
0.375,0.2,0.135812790974613,0.066040416694691
0.375,0.225,0.131837251717458,0.0721661909562979
0.375,0.25,0.123937272372743,0.0756531193843848
0.375,0.275,0.113255994691075,0.0765628635643167
0.375,0.3,0.101073155108504,0.075320021019261
0.375,0.325,0.0883972428384762,0.0722901282777339
0.375,0.35,0.0759820399979907,0.0680703536965225
0.375,0.375,0.0643770598190208,0.0630549613300658
0.375,0.4,0.0538236225510834,0.0576786210627181
0.375,0.425,0.0444742598059618,0.0522180613478719
0.375,0.45,0.0362939991735957,0.0468855122429811
0.375,0.475,0.0292254501116081,0.0418248082122398
0.375,0.5,0.023142041162191,0.0370968446303678
0.375,0.525,0.0179205750007236,0.0327518729877209
0.375,0.55,0.0134323017857485,0.0287767185560061
0.375,0.575,0.00955692774837478,0.0251738854000936
0.375,0.6,0.00619459791121917,0.0219013316608242
0.375,0.625,0.00325274203951261,0.0189444787042313
0.375,0.65,0.000665198335780937,0.0162591198392079
0.375,0.675,-0.00162768603207073,0.013828800550294
0.375,0.7,-0.00366095519560785,0.0116192350367544
0.375,0.725,-0.00546275319981689,0.0096193939308801
0.375,0.75,-0.0070391637445138,0.00780879315209597
0.375,0.775,-0.00838756021562832,0.00618482136887441
0.375,0.8,-0.0094841920183353,0.00474076319261116
0.375,0.825,-0.0102932481652758,0.00348263986221636
0.375,0.85,-0.0107555272455247,0.002412730515518
0.375,0.875,-0.010795110739341,0.00154309748522521
0.375,0.9,-0.0103061919818015,0.000873907967784235
0.375,0.925,-0.00916180865656076,0.00041166775146112
0.375,0.95,-0.0071963414338021,0.000133562293474138
0.375,0.975,-0.0042210062829739,1.97240864468593E-05
0.375,1,0,0
0.4,0,0,0
0.4,0.025,0.0215496518292625,0.00149847421172638
0.4,0.05,0.0440881597912136,0.00591381086659661
0.4,0.075,0.0662594699661621,0.0129061809541203
0.4,0.1,0.0866410659635148,0.0219832364066411
0.4,0.125,0.103893554098317,0.03237830014994
0.4,0.15,0.116864799629638,0.0431296134836483
0.4,0.175,0.124957786904746,0.053396266655893
0.4,0.2,0.128041262882582,0.062257466535653
0.4,0.225,0.12646182244422,0.0692028779794029
0.4,0.25,0.121059539584849,0.0738620862279744
0.4,0.275,0.112714572758964,0.0762064496231174
0.4,0.3,0.10254581798818,0.0764398432938298
0.4,0.325,0.0914022327902732,0.0748596198331427
0.4,0.35,0.0801002195533377,0.071914898375899
0.4,0.375,0.0691559692040135,0.0679749493446409
0.4,0.4,0.0589470288307849,0.0634377704604979
0.4,0.425,0.0496625713142404,0.0585854864798357
0.4,0.45,0.04137243113031,0.0536597189849455
0.4,0.475,0.0340726104475612,0.0488190231371208
0.4,0.5,0.0276893439435706,0.0441699136683423
0.4,0.525,0.0221421937704788,0.0397763122288872
0.4,0.55,0.0173191878021204,0.035661364965365
0.4,0.575,0.0131274414307799,0.0318364940367473
0.4,0.6,0.00946441208681663,0.0282845369633169
0.4,0.625,0.00625349729620995,0.0249949561583679
0.4,0.65,0.00341732884758485,0.0219389651114397
0.4,0.675,0.000904678651271318,0.0191018456840693
0.4,0.7,-0.00133343226508696,0.0164580623778297
0.4,0.725,-0.00332110741896488,0.0139985437145312
0.4,0.75,-0.00507887036286096,0.011708443824225
0.4,0.775,-0.0066018883437115,0.00958929199674041
0.4,0.8,-0.00788070044537329,0.00764006280584796
0.4,0.825,-0.00887618554406142,0.00587485466379413
0.4,0.85,-0.00954268249551252,0.00430516856322089
0.4,0.875,-0.00979515645968673,0.00295651908571302
0.4,0.9,-0.00953791317653882,0.00184552409739227
0.4,0.925,-0.00862297149540766,0.000997122786932855
0.4,0.95,-0.00688501200873013,0.000413339639705592
0.4,0.975,-0.00409657631328021,9.50472071556738E-05
0.4,1,0,0
0.425,0,0,0
0.425,0.025,0.0187559444424014,0.00130686339643919
0.425,0.05,0.0386403641239033,0.00519795516960913
0.425,0.075,0.0585168527873563,0.0114407600591381
0.425,0.1,0.0772239178013816,0.0196430120752924
0.425,0.125,0.0935305990074781,0.0292301391641893
0.425,0.15,0.106472571646205,0.0393672390008656
0.425,0.175,0.115329122285152,0.0493816850176881
0.425,0.2,0.119904760052037,0.0583901896152716
0.425,0.225,0.12027218578175,0.0659185587846057
0.425,0.25,0.117033960700182,0.0715179066627299
0.425,0.275,0.110841273893457,0.0750574352380898
0.425,0.3,0.102596073972545,0.0766306459731142
0.425,0.325,0.0930776771726979,0.0763925235365424
0.425,0.35,0.0830005928711009,0.0747213945423426
0.425,0.375,0.0729411728865129,0.071895778839282
0.425,0.4,0.0632685190967288,0.0682930817437063
0.425,0.425,0.0542729548743086,0.0641737158493884
0.425,0.45,0.046056640029522,0.0597868919705142
0.425,0.475,0.0386955170030754,0.0553122971215929
0.425,0.5,0.0321540447730708,0.0508686209245251
0.425,0.525,0.0263946870673456,0.0465558000266277
0.425,0.55,0.0213357012377796,0.0424035977617836
0.425,0.575,0.0168995337075055,0.0384571210397127
0.425,0.6,0.0130037015664966,0.03470064985692
0.425,0.625,0.00957066846034192,0.0311490242298792
0.425,0.65,0.00653466686370791,0.0277716747140493
0.425,0.675,0.00383540373900578,0.0245713389740799
0.425,0.7,0.00142924346427931,0.0215202460633991
0.425,0.725,-0.00072002953846897,0.0186207076025161
0.425,0.75,-0.00263199294497463,0.0158580210361546
0.425,0.775,-0.00431497235690738,0.0132417691631538
0.425,0.8,-0.00576087746133646,0.0107754608408009
0.425,0.825,-0.00694436112345435,0.00848204343073417
0.425,0.85,-0.00781971025258084,0.00638305693592266
0.425,0.875,-0.00831539109990865,0.00451999356528121
0.425,0.9,-0.00832729594239852,0.00292478565369375
0.425,0.925,-0.00771604810229321,0.00165144024080708
0.425,0.95,-0.00629063493302417,0.000719251787651007
0.425,0.975,-0.00381933763451124,0.000176079587560244
0.425,1,0,0
0.45,0,0,0
0.45,0.025,0.0163060228579118,0.00115374502325083
0.45,0.05,0.0338188553876635,0.00460065400238122
0.45,0.075,0.0515898201855475,0.0101673331621226
0.45,0.1,0.06861964545231,0.0175880259326258
0.45,0.125,0.0838970232179754,0.0263688087291851
0.45,0.15,0.0964945109939944,0.035881464273518
0.45,0.175,0.105785486764031,0.045495787617562
0.45,0.2,0.111410264337742,0.0544885143698083
0.45,0.225,0.113359359000677,0.0623632662724207
0.45,0.25,0.111972665034181,0.0686647059467343
0.45,0.275,0.107724407288082,0.0732025660818219
0.45,0.3,0.101338712144277,0.0759337529042516
0.45,0.325,0.0934386917486243,0.0769549684605526
0.45,0.35,0.0847146977366759,0.0765030717450256
0.45,0.375,0.0756666010210722,0.0748193382214697
0.45,0.4,0.0667326621439902,0.0722095180822254
0.45,0.425,0.0581973092180208,0.0689188683804959
0.45,0.45,0.0502453313910231,0.0651896300320573
0.45,0.475,0.0429814492202435,0.061200488084554
0.45,0.5,0.0364271889231618,0.0570945380108024
0.45,0.525,0.0305810714099865,0.0529754378179379
0.45,0.55,0.0253877546816003,0.0489047172823723
0.45,0.575,0.0208008712260214,0.0449301522298255
0.45,0.6,0.0167421967385863,0.0410635372567264
0.45,0.625,0.013156953233243,0.0373203959202274
0.45,0.65,0.00997114935630646,0.0336895990211444
0.45,0.675,0.00713921206474112,0.030173833241604
0.45,0.7,0.00460311794571487,0.0267577606866473
0.45,0.725,0.00233489631168705,0.0234446813035502
0.45,0.75,0.000297542592963902,0.0202277415938916
0.45,0.775,-0.00151381824681178,0.0171205873279477
0.45,0.8,-0.00311090910115339,0.0141333743207245
0.45,0.825,-0.0044671211484126,0.0112983391487077
0.45,0.85,-0.00555941653304603,0.0086473800300495
0.45,0.875,-0.00631152808085035,0.00623894266550954
0.45,0.9,-0.00664296578612823,0.0041255351679516
0.45,0.925,-0.00639652300663524,0.00238650014160936
0.45,0.95,-0.00539692420006238,0.00107607173738717
0.45,0.975,-0.0033697514514765,0.000273279829841011
0.45,1,0,0
0.475,0,0,0
0.475,0.025,0.0141429614071835,0.00101090725122808
0.475,0.05,0.0295276204512347,0.00405846195771491
0.475,0.075,0.0453607403990141,0.00903012076147985
0.475,0.1,0.0608184385854235,0.015721493203719
0.475,0.125,0.0749938855417292,0.0237649297674297
0.475,0.15,0.0871214038668321,0.032625722521225
0.475,0.175,0.0965401635288409,0.0418083346972391
0.475,0.2,0.102910159478597,0.0506442244363695
0.475,0.225,0.106062798041778,0.0587039544856136
0.475,0.25,0.106214303541885,0.0655064745526613
0.475,0.275,0.103658905455747,0.0708271594315011
0.475,0.3,0.098957510556952,0.0745500050377889
0.475,0.325,0.0926307426167631,0.0766734917477197
0.475,0.35,0.0852555588771825,0.0773700779602485
0.475,0.375,0.0773277030078346,0.0767856727353334
0.475,0.4,0.0692422913974632,0.0751938648794844
0.475,0.425,0.0613358973523987,0.0727878783899613
0.475,0.45,0.0537979599193459,0.0698016828878445
0.475,0.475,0.0467931858480742,0.0664065580979873
0.475,0.5,0.040368042217115,0.0627458917017153
0.475,0.525,0.0345638275951677,0.058942387689674
0.475,0.55,0.0293534588065298,0.055057300000504
0.475,0.575,0.0247110602227917,0.0511666167585023
0.475,0.6,0.0205825650393991,0.0472780395193653
0.475,0.625,0.0169160015843113,0.0434346222919087
0.475,0.65,0.0136548979254468,0.0396182024364784
0.475,0.675,0.0107458444067317,0.035853887884798
0.475,0.7,0.0081411089352311,0.0321194884165285
0.475,0.725,0.00579945507726245,0.0284344939142677
0.475,0.75,0.00368699668925448,0.0247886477409951
0.475,0.775,0.00178260912093396,0.0212068260230216
0.475,0.8,7.11986582029598E-05,0.0177021068752764
0.475,0.825,-0.00143997840014692,0.0143169898204421
0.475,0.85,-0.0027347125327241,0.011094554807935
0.475,0.875,-0.00376018168341587,0.00811136935782081
0.475,0.9,-0.00443723565960721,0.00543976404658878
0.475,0.925,-0.00463215507540095,0.00319634036338501
0.475,0.95,-0.00415002939718927,0.0014597632646848
0.475,0.975,-0.00272746488263018,0.000376806578790349
0.475,1,0,0
0.5,0,0,0
0.5,0.025,0.0122352832412455,0.000895216626744381
0.5,0.05,0.0257212405789027,0.00360029642299181
0.5,0.075,0.0397867590594895,0.00803937910216664
0.5,0.1,0.0537266213884175,0.0140809228072252
0.5,0.125,0.0667940318162823,0.0214159682137053
0.5,0.15,0.0782771006325502,0.029646506407051
0.5,0.175,0.087618388024398,0.0383215932374033
0.5,0.2,0.0944074502177057,0.0469080625728903
0.5,0.225,0.0984665551888472,0.0549796509960545
0.5,0.25,0.0998476256462688,0.0621000294156872
0.5,0.275,0.0987460126751409,0.068013193233854
0.5,0.3,0.0955690077744597,0.0725400863765012
0.5,0.325,0.0907162494393592,0.0756367358900776
0.5,0.35,0.0846978113901982,0.0773680864357716
0.5,0.375,0.0779219031845193,0.0778447672761435
0.5,0.4,0.0707998792467748,0.0772559236763398
0.5,0.425,0.063630952007571,0.0757727949759047
0.5,0.45,0.056657174658787,0.0735923898309738
0.5,0.475,0.0500449407847014,0.0708742608097291
0.5,0.5,0.0438897333875323,0.0677630370025279
0.5,0.525,0.0382550591601061,0.0643743982841366
0.5,0.55,0.033142781078199,0.0607899036188434
0.5,0.575,0.0285551161440968,0.0570796050736148
0.5,0.6,0.0244466872728796,0.053275649757802
0.5,0.625,0.0207913257363147,0.0494151092130591
0.5,0.65,0.0175264845409899,0.0455009739408878
0.5,0.675,0.0146187543955123,0.0415530295217097
0.5,0.7,0.0120051680709921,0.0375644648676932
0.5,0.725,0.0096573052172419,0.0335519855113159
0.5,0.75,0.00752047763935733,0.0295152716762938
0.5,0.775,0.00557869283528274,0.0254812494595589
0.5,0.8,0.00379101080586598,0.0214703004924474
0.5,0.825,0.00216286287063271,0.0175343460075466
0.5,0.85,0.000677267721071242,0.0137269358198052
0.5,0.875,-0.000616522095317609,0.0101450264734673
0.5,0.9,-0.00168048741478327,0.00688457214935646
0.5,0.925,-0.00237263496359605,0.00409581631948854
0.5,0.95,-0.002536686957695,0.00190344443884039
0.5,0.975,-0.00186654459858616,0.000499268736541902
0.5,1,0,0
0.525,0,0,0
0.525,0.025,0.0105487331893053,0.000787529180761085
0.525,0.05,0.0223282861511605,0.00318643386097013
0.525,0.075,0.0347771997305321,0.0071543661426172
0.525,0.1,0.0473073669067786,0.0125970747452871
0.525,0.125,0.0592592205671645,0.0192866483978286
0.525,0.15,0.0700478631549885,0.0268905410940978
0.525,0.175,0.0791228611559876,0.0350586910675882
0.525,0.2,0.0861281759972756,0.0433116242945334
0.525,0.225,0.090802763451272,0.0512951911725449
0.525,0.25,0.0931522069447166,0.0585788538439408
0.525,0.275,0.0932468896774633,0.0649129846169183
0.525,0.3,0.0913906398215321,0.0700815068517175
0.525,0.325,0.0878832354025451,0.0739851620421229
0.525,0.35,0.0831371596260433,0.0766419308551135
0.525,0.375,0.077521246876412,0.0780834151731096
0.525,0.4,0.0713888675254398,0.0784660878221296
0.525,0.425,0.0650521397613244,0.0778972129638233
0.525,0.45,0.0587353670599011,0.0765585060102453
0.525,0.475,0.0526408736297201,0.0745776611154802
0.525,0.5,0.046872973872708,0.0720929693567118
0.525,0.525,0.0415285828433291,0.0692176346676403
0.525,0.55,0.0366311917820797,0.066026936280718
0.525,0.575,0.0322018544182235,0.0626070414400199
0.525,0.6,0.028220006092964,0.0589796249315174
0.525,0.625,0.024662686216221,0.0552057914126799
0.525,0.65,0.0214893884918298,0.0512743519497568
0.525,0.675,0.0186580793187204,0.0472295395281359
0.525,0.7,0.0161212600294441,0.0430499333592354
0.525,0.725,0.0138346167922442,0.0387728086976219
0.525,0.75,0.0117495407748685,0.0343873738345703
0.525,0.775,0.009829814568703,0.0299356586824881
0.525,0.8,0.00802893845411774,0.0254363683570524
0.525,0.825,0.00632703236236285,0.0209534363245741
0.525,0.85,0.004690158597416,0.0165509167822734
0.525,0.875,0.00313286239393609,0.0123453408124916
0.525,0.9,0.00167423936086402,0.00845693545068548
0.525,0.925,0.00041296346127438,0.0050814283760158
0.525,0.95,-0.000491008891912689,0.00237676348287936
0.525,0.975,-0.000766305517065936,0.000629258901895754
0.525,1,0,0
0.55,0,0,0
0.55,0.025,0.00905420791267556,0.000699294266291205
0.55,0.05,0.0193114318896101,0.00283283230487409
0.55,0.075,0.0302904578976798,0.00638065766691632
0.55,0.1,0.0414889421471222,0.0112897586101397
0.55,0.125,0.0523606748636235,0.0173731405115421
0.55,0.15,0.0623729572592843,0.0243867737274776
0.55,0.175,0.0710684180322902,0.0320195069344884
0.55,0.2,0.0780687215274408,0.0398965707902106
0.55,0.225,0.0831409909792968,0.04767922659367
0.55,0.25,0.0861956826207871,0.0549994826216676
0.55,0.275,0.0872620740601689,0.0615970535405119
0.55,0.3,0.0865294074976808,0.0672428587800249
0.55,0.325,0.0842183589732485,0.0718131877237767
0.55,0.35,0.0806661630681249,0.0752579288992056
0.55,0.375,0.0761643805614952,0.0775832281662555
0.55,0.4,0.0710498573057003,0.0788689813495979
0.55,0.425,0.0655844473584521,0.0792017821117938
0.55,0.45,0.0600158391553003,0.078711710052281
0.55,0.475,0.0545282126413109,0.0775103285817748
0.55,0.5,0.0492601188279908,0.0757168051182148
0.55,0.525,0.0443150074241158,0.073430186783963
0.55,0.55,0.0397417552908499,0.0707307110870673
0.55,0.575,0.0355819666295319,0.0676901415029961
0.55,0.6,0.0318243424187636,0.0643473030401432
0.55,0.625,0.028471489561712,0.0607481471176817
0.55,0.65,0.025476647004356,0.0569013715467196
0.55,0.675,0.0228218825635382,0.0528368894930348
0.55,0.7,0.0204416173317529,0.0485501625190086
0.55,0.725,0.0183095504375223,0.0440679758846554
0.55,0.75,0.0163506889244825,0.0393912591162011
0.55,0.775,0.0145369647586938,0.0345587861920813
0.55,0.8,0.0127878053432782,0.0295970950715435
0.55,0.825,0.011078513891446,0.024577507047798
0.55,0.85,0.00932882784913211,0.0195738937753724
0.55,0.875,0.007537585227287,0.0147259026599344
0.55,0.9,0.0056596205695249,0.0101793879420446
0.55,0.925,0.00378357086392277,0.00617349485839536
0.55,0.95,0.00199678370205148,0.00292447006154768
0.55,0.975,0.000606811134973301,0.000782694815637267
0.55,1,0,0
0.575,0,0,0
0.575,0.025,0.00773108113090374,0.000617373056903953
0.575,0.05,0.0166184112142064,0.00251474168471758
0.575,0.075,0.0262587171578276,0.0056894146413594
0.575,0.1,0.0362277136192367,0.0101108769543813
0.575,0.125,0.0460474500078515,0.0156432034836844
0.575,0.15,0.0552796619916949,0.0220868326852234
0.575,0.175,0.0634896954717694,0.0292029893997755
0.575,0.2,0.0703608314043879,0.0366622015582167
0.575,0.225,0.0756224024944693,0.0441903014761285
0.575,0.25,0.0791833633808861,0.0514398917604687
0.575,0.275,0.0809939949665934,0.0581771410597587
0.575,0.3,0.0811896054688508,0.0641623402088057
0.575,0.325,0.0799105551911995,0.0692496817226795
0.575,0.35,0.0774234824695322,0.0733625504913728
0.575,0.375,0.0739705157787677,0.0764515161500928
0.575,0.4,0.0698321371146241,0.0785726466291028
0.575,0.425,0.0652590157381894,0.0797507964211759
0.575,0.45,0.0604692917103532,0.0801021115599898
0.575,0.475,0.0556610161456833,0.0796920137374389
0.575,0.5,0.0509683689474967,0.0786319053917146
0.575,0.525,0.0465149113609292,0.0769987185918829
0.575,0.55,0.0423629596467168,0.0748638741244355
0.575,0.575,0.0385668997568023,0.0722988869749348
0.575,0.6,0.0351386677024567,0.0693276828399792
0.575,0.625,0.0320806520261842,0.0660110220308817
0.575,0.65,0.0293717984993251,0.0623356680617151
0.575,0.675,0.0269813110296691,0.0583540863288047
0.575,0.7,0.0248650565156759,0.054036107087675
0.575,0.725,0.0229748519807941,0.0494323103205513
0.575,0.75,0.0212463532523656,0.0445210701238399
0.575,0.775,0.0196242812380373,0.0393612001100817
0.575,0.8,0.0180212024805595,0.0339677612342695
0.575,0.825,0.0163792706296245,0.0284274096173237
0.575,0.85,0.0145884129698309,0.0228199360496197
0.575,0.875,0.0125996291477415,0.0173064415564198
0.575,0.9,0.0103213228946525,0.0120601263738544
0.575,0.925,0.00777245367103612,0.00737452587164983
0.575,0.95,0.00501276621520493,0.00350939657899874
0.575,0.975,0.00227799096164884,0.000946240196226541
0.575,1,0,0
0.6,0,0,0
0.6,0.025,0.00655362751611174,0.000549647139804642
0.6,0.05,0.0142180873015439,0.00224046722396033
0.6,0.075,0.022643243253071,0.0050830540456317
0.6,0.1,0.0314665368464951,0.00906936735125446
0.6,0.125,0.0402889023305874,0.0140913321100606
0.6,0.15,0.0487162207518636,0.0200059643642735
0.6,0.175,0.0563897169015202,0.0266053937062128
0.6,0.2,0.0629929172259335,0.0336370691190702
0.6,0.225,0.0682971518958407,0.0408460608239432
0.6,0.25,0.0721605953394391,0.0479468525084299
0.6,0.275,0.0745286161456209,0.0547078480164573
0.6,0.3,0.0754589698596639,0.0609045500415758
0.6,0.325,0.075050091470799,0.0663814414616652
0.6,0.35,0.0735024935101948,0.071028515590213
0.6,0.375,0.0710023480651343,0.0747823889373722
0.6,0.4,0.0677991611014432,0.0776416400941269
0.6,0.425,0.0640954780731102,0.0796171697787726
0.6,0.45,0.0601120544239855,0.0807722161290544
0.6,0.475,0.0560188790689753,0.0811581809908824
0.6,0.5,0.0519694977729579,0.080854440896201
0.6,0.525,0.0480816474941974,0.0799215749572581
0.6,0.55,0.0444361961146236,0.0784220099464414
0.6,0.575,0.0410998485470212,0.0764065479842225
0.6,0.6,0.0380913213534063,0.073907016695391
0.6,0.625,0.0354367345782372,0.0709589539960536
0.6,0.65,0.0331060281218405,0.0675653284280783
0.6,0.675,0.0310962379939511,0.0637515959819592
0.6,0.7,0.0293390862038566,0.0595045775396857
0.6,0.725,0.027811152007417,0.054851281079953
0.6,0.75,0.0264114694856248,0.0497831854793279
0.6,0.775,0.0250989007505221,0.0443452637923845
0.6,0.8,0.0237382866404513,0.0385610970822613
0.6,0.825,0.0222664107799618,0.0325186751937818
0.6,0.85,0.0205080549204556,0.0263069060206403
0.6,0.875,0.0183839540398348,0.0201106256959583
0.6,0.9,0.0157063024162059,0.0141302460806665
0.6,0.925,0.0124543943609416,0.00871356242290314
0.6,0.95,0.00856421925230889,0.00419292582418474
0.6,0.975,0.00429089218660713,0.00114099818635637
0.6,1,0,0
0.625,0,0,0
0.625,0.025,0.00550957808186298,0.000486945561124626
0.625,0.05,0.0120724112573901,0.00199458169306272
0.625,0.075,0.0193941778210163,0.0045410430364202
0.625,0.1,0.0271640970114219,0.00813165234334827
0.625,0.125,0.035034584861804,0.0126902133151982
0.625,0.15,0.0426794114354736,0.0181032835837582
0.625,0.175,0.0497657402287371,0.0242137824049844
0.625,0.2,0.0560330443431671,0.0308042519763114
0.625,0.225,0.061239992718965,0.0376725757547725
0.625,0.25,0.0652647483570851,0.0445579142273829
0.625,0.275,0.0680069835485591,0.0512616900430594
0.625,0.3,0.0695049478534449,0.0575649326573855
0.625,0.325,0.0697999150812906,0.0633112976672018
0.625,0.35,0.0690495242478157,0.0683821141196909
0.625,0.375,0.0673947379567219,0.0726809105072108
0.625,0.4,0.0650403253290279,0.0761948279670226
0.625,0.425,0.0621674601970661,0.0788841295868372
0.625,0.45,0.0589653282889465,0.0808051176911573
0.625,0.475,0.0556035478462163,0.0819590115307177
0.625,0.5,0.0522232244848019,0.082421964683898
0.625,0.525,0.048951032474002,0.0822178503840778
0.625,0.55,0.0458742537132746,0.0814036122692558
0.625,0.575,0.0430653463260494,0.0800121743656892
0.625,0.6,0.040564377817366,0.0780608817422637
0.625,0.625,0.0383915886769143,0.0755858579340025
0.625,0.65,0.0365469264465445,0.0725625724902939
0.625,0.675,0.0350069399537134,0.0690320320185314
0.625,0.7,0.033733116261391,0.0649422432233559
0.625,0.725,0.0326691227924789,0.0603448264205743
0.625,0.75,0.0317325037834733,0.055189944686937
0.625,0.775,0.0308417135992031,0.049549015253572
0.625,0.8,0.0298561591398806,0.0434157621382969
0.625,0.825,0.0286666435961638,0.0369003861178858
0.625,0.85,0.0270539834581751,0.0300856172853251
0.625,0.875,0.0248744939713002,0.0231825476846817
0.625,0.9,0.0218546065754053,0.0164177835563117
0.625,0.925,0.0178687773408239,0.0102049255109558
0.625,0.95,0.0127701560271518,0.00493021863394451
0.625,0.975,0.00668269605805591,0.00135115300010174
0.625,1,0,0
0.65,0,0,0
0.65,0.025,0.00457693597445231,0.000434550516909155
0.65,0.05,0.0101557566084867,0.00178029190921395
0.65,0.075,0.0164771007427123,0.00406290551126757
0.65,0.1,0.0232741324987951,0.00729906340025983
0.65,0.125,0.0302534729136498,0.0114314084272965
0.65,0.15,0.0371237102830292,0.0163825857719353
0.65,0.175,0.0436104086145018,0.0220187318669235
0.65,0.2,0.0494624338497183,0.0281774151669796
0.65,0.225,0.0544813213819224,0.0346747848374122
0.65,0.25,0.0585208053380768,0.0413035274295344
0.65,0.275,0.0614948695810171,0.0478734284544232
0.65,0.3,0.0633929090915828,0.0541934219996771
0.65,0.325,0.0642415510559804,0.060107154436395
0.65,0.35,0.0641475688615497,0.0654876739229413
0.65,0.375,0.0632186835942365,0.0702344398265871
0.65,0.4,0.0616268158703884,0.0742987390506924
0.65,0.425,0.0595160206084575,0.077635220744633
0.65,0.45,0.0570667574480076,0.0802559354919466
0.65,0.475,0.0544203654297301,0.0821540277522291
0.65,0.5,0.0517261373397937,0.0833701821468896
0.65,0.525,0.0490988441206788,0.0839145497257811
0.65,0.55,0.0466379098121433,0.0838261493047301
0.65,0.575,0.0444223760371825,0.0831146942694976
0.65,0.6,0.0424960916842171,0.0817974244907186
0.65,0.625,0.0409019190994581,0.079876016749782
0.65,0.65,0.0396273980485188,0.0773382552013527
0.65,0.675,0.0386819931991515,0.0741817507310996
0.65,0.7,0.0379941017282413,0.0703713025891287
0.65,0.725,0.037542248270527,0.0659142212388157
0.65,0.75,0.0371899435788237,0.0607750792423767
0.65,0.775,0.0368814704106453,0.0549923036851633
0.65,0.8,0.0364039231689238,0.0485694978762839
0.65,0.825,0.0356488067099784,0.0416050206842286
0.65,0.85,0.0343009690399526,0.0341913077127553
0.65,0.875,0.0321732427879511,0.0265594987148302
0.65,0.9,0.0288495877465753,0.0189662194412461
0.65,0.925,0.0241213086962806,0.0118896536838613
0.65,0.95,0.0176391180136626,0.00580687725637909
0.65,0.975,0.00951239538767087,0.00160578383699163
0.65,1,0,0
0.675,0,0,0
0.675,0.025,0.00374883709734908,0.000386013464403683
0.675,0.05,0.00844099184332562,0.00158777868077643
0.675,0.075,0.013856402736651,0.003633154412876
0.675,0.1,0.0197620160389803,0.00654651712860549
0.675,0.125,0.0259020253031995,0.0102909199571996
0.675,0.15,0.0320328857366815,0.0148082278032464
0.675,0.175,0.0379039215265294,0.0200002876281458
0.675,0.2,0.0433099397689002,0.0257302724180416
